ID: 1| NOME: Morango| QUANTIDADE: 120| DATA DE ENTRADA: 12/11/2024| VALIDADE (EM DIAS): 5| CATEGORIA: Frutas
ID: 60| NOME: Sorgo| QUANTIDADE: 150| DATA DE ENTRADA: 13/11/2024| VALIDADE (EM DIAS): 365| CATEGORIA: Grãos e Cereais
ID: 61| NOME: Molho de soja| QUANTIDADE: 200| DATA DE ENTRADA: 13/11/2024| VALIDADE (EM DIAS): 180| CATEGORIA: Líquidos
ID: 62| NOME: Radicchio| QUANTIDADE: 75| DATA DE ENTRADA: 13/11/2024| VALIDADE (EM DIAS): 7| CATEGORIA: Verduras
ID: 63| NOME: Uva| QUANTIDADE: 150| DATA DE ENTRADA: 13/11/2024| VALIDADE (EM DIAS): 7| CATEGORIA: Frutas
ID: 64| NOME: Arroz| QUANTIDADE: 300| DATA DE ENTRADA: 13/11/2024| VALIDADE (EM DIAS): 365| CATEGORIA: Grãos e Cereais
ID: 65| NOME: Oleo de oliva| QUANTIDADE: 75| DATA DE ENTRADA: 13/11/2024| VALIDADE (EM DIAS): 365| CATEGORIA: Líquidos
ID: 66| NOME: Alface| QUANTIDADE: 200| DATA DE ENTRADA: 13/11/2024| VALIDADE (EM DIAS): 5| CATEGORIA: Verduras
ID: 67| NOME: Caju| QUANTIDADE: 80| DATA DE ENTRADA: 13/11/2024| VALIDADE (EM DIAS): 7| CATEGORIA: Frutas
ID: 68| NOME: Vela| QUANTIDADE: 150| DATA DE ENTRADA: 13/11/2024| VALIDADE (EM DIAS): 1460| CATEGORIA: Outros
ID: 69| NOME: Cerveja| QUANTIDADE: 150| DATA DE ENTRADA: 13/11/2024| VALIDADE (EM DIAS): 365| CATEGORIA: Líquidos
